,taxonID,family,genus,species,scientificName,synonym,commonName,pathway,refType,reference
27489,ELNO,Cyperaceae,Eleocharis,nodulosa,Eleocharis nodulosa (Roth) J.A. Schultes,Eleocharis montana, ,C3,journal,532
27490,ELOB2,Cyperaceae,Eleocharis,obtusa,Eleocharis obtusa (Willd.) J.A. Schultes,,blunt spikerush,C3,journal,532
27500,ELOC2,Cyperaceae,Eleocharis,ochrostachys,Eleocharis ochrostachys Steud.,,spikerush,C3,journal,266
27501,ELOL3,Cyperaceae,Eleocharis,oligantha,Eleocharis oligantha Clarke,,fewflowered spikerush,C3,journal,532
27502,ELOL,Cyperaceae,Eleocharis,olivacea,Eleocharis olivacea Torr.,,bright green spikerush,C3,journal,532
27505,ELOV,Cyperaceae,Eleocharis,ovata,Eleocharis ovata (Roth) Roemer & J.A. Schultes,,ovate spikerush,C3,journal,"261,266,532"
27510,ELPA2,Cyperaceae,Eleocharis,palmeri,Eleocharis palmeri Svens.,,Palmer's spikerush,C3,journal,532
27511,ELPA3,Cyperaceae,Eleocharis,palustris,Eleocharis palustris (L.) Roemer & J.A. Schultes,,common spikerush,C3,journal,"261,532"
27515,ELPA4,Cyperaceae,Eleocharis,parishii,Eleocharis parishii Britt.,,Parish's spikerush,C3,journal,532
27516,ELPA5,Cyperaceae,Eleocharis,parvula,"Eleocharis parvula (Roemer & J.A. Schultes) Link ex Bluff, Nees & Schauer",,dwarf spikerush,C3,journal,"65,266,532"
27519,ELPA6,Cyperaceae,Eleocharis,pauciflora,Eleocharis pauciflora (Lightf.) Link,Eleocharis quinqueflora, ,C3,journal,"48,532"
27526,ELQU,Cyperaceae,Eleocharis,quadrangulata,Eleocharis quadrangulata (Michx.) Roemer & J.A. Schultes,,squarestem spikerush,C3,journal,532
27534,ELRA,Cyperaceae,Eleocharis,radicans,Eleocharis radicans (A. Dietr.) Kunth,,rooted spikerush,C3,journal,532
27537,ELRO,Cyperaceae,Eleocharis,robbinsii,Eleocharis robbinsii Oakes,,Robbins' spikerush,C3,journal,"163,532"
27538,ELRO2,Cyperaceae,Eleocharis,rostellata,Eleocharis rostellata (Torr.) Torr.,,beaked spikerush,C3,journal,"431,532"
27541,ELSC8,Cyperaceae,Eleocharis,schaffneri,Eleocharis schaffneri Boeckl.,,Schaffner's spikerush,C3,journal,532
27546,ELSI10,Cyperaceae,Eleocharis,sintenisii,Eleocharis sintenisii Boeckl.,,Sintenis' spikerush,C3,journal,532
27547,ELSM,Cyperaceae,Eleocharis,smallii,Eleocharis smallii Britt.,Eleocharis palustris, ,C3,journal,532
27550,ELTE,Cyperaceae,Eleocharis,tenuis,Eleocharis tenuis (Willd.) J.A. Schultes,,slender spikerush,C3,journal,532
27558,ELTO,Cyperaceae,Eleocharis,tortilis,Eleocharis tortilis (Link) J.A. Schultes,,twisted spikerush,C3,journal,532
27559,ELTR5,Cyperaceae,Eleocharis,tricostata,Eleocharis tricostata Torr.,,three-angle spikerush,C3,journal,532
27560,ELTU,Cyperaceae,Eleocharis,tuberculosa,Eleocharis tuberculosa (Michx.) Roemer & J.A. Schultes,,cone-cup spikerush,C3,journal,532
27564,ELUN,Cyperaceae,Eleocharis,uniglumis,Eleocharis uniglumis (Link) J.A. Schultes,,onescale spikerush,C3,journal,532
27671,ELAN80,Poaceae,Elymus,angustus,Elymus angustus Trin.,Leymus angustus, ,C3,journal,7
27672,ELAR,Poaceae,Elymus,arenarius,Elymus arenarius L.,Leymus arenarius, ,C3,journal,7
27690,ELCA4,Poaceae,Elymus,canadensis,Elymus canadensis L.,,Canada wildrye,C3,journal,"7,28,65,90,120,168,179,258,281,409"
27703,ELCI2,Poaceae,Elymus,cinereus,Elymus cinereus Scribn. & Merr.,Leymus cinereus, ,C3,journal,"7,32"
27711,ELDA3,Poaceae,Elymus,dahuricus,Elymus dahuricus Turcz. ex Griseb.,,wildrye,C3,journal,"7,157,250,269,399"
27714,ELEL8,Poaceae,Elymus,elongatus,Elymus elongatus (Host) Runemark,Thinopyrum ponticum, ,C3,journal,563
27716,ELEL5,Poaceae,Elymus,elymoides,Elymus elymoides (Raf.) Swezey,,squirreltail,C3,journal,"129,552"
27727,ELGL,Poaceae,Elymus,glaucus,Elymus glaucus Buckl.,,blue wildrye,C3,journal,7
27751,ELIN4,Poaceae,Elymus,innovatus,Elymus innovatus Beal,Leymus innovatus, ,C3,journal,7
27757,ELJU,Poaceae,Elymus,junceus,Elymus junceus Fisch.,Psathyrostachys juncea, ,C3,journal,7120
27760,ELLA3,Poaceae,Elymus,lanceolatus,Elymus lanceolatus (Scribn. & J.G. Sm.) Gould,,streambank wheatgrass,C3,journal,"129,552"
27769,ELMO9,Poaceae,Elymus,mollis,Elymus mollis Trin.,Leymus mollis ssp. mollis, ,C3,journal,"7,32,65,90,553"
27797,ELSI,Poaceae,Elymus,sibiricus,Elymus sibiricus L.,,Siberian wildrye,C3,journal,399
27839,ELVI3,Poaceae,Elymus,virginicus,Elymus virginicus L.,,Virginia wildrye,C3,journal,"7,54,89,90"
27878,ELRE3,Poaceae,Elytrigia,repens,Elytrigia repens (L.) Desv. ex B.D. Jackson,Elymus repens, ,C3,journal,"281,413"
28094,ENMA5,Poaceae,Entolasia,marginata,Entolasia marginata (R. Br.) Hughes,,Australian panicgrass,C3,journal,199
28655,ERBO3,Poaceae,Eremopyrum,bonaepartis,Eremopyrum bonaepartis (Spreng.) Nevski,,tapertip false wheatgrass,C3,journal,563
30116,ERAN6,Cyperaceae,Eriophorum,angustifolium,Eriophorum angustifolium Honckeny,,tall cottongrass,C3,journal,65
30151,ERVI8,Cyperaceae,Eriophorum,virginicum,Eriophorum virginicum L.,,tawny cottongrass,C3,journal,149
31768,FEAR3,Poaceae,Festuca,arundinacea,Festuca arundinacea Schreb.,Lolium arundinaceum, ,C3,journal,"7,88,90,120,129,171,283,409,410,426,465"
31797,FEDE2,Poaceae,Festuca,dertonensis,Festuca dertonensis (All.) Aschers. & Graebn.,Vulpia bromoides, ,C3,journal,340
31803,FEEL,Poaceae,Festuca,elatior,Festuca elatior L. p.p.,Lolium pratense, ,C3,journal,"54,75,282,418"
31822,FEID,Poaceae,Festuca,idahoensis,Festuca idahoensis Elmer,,Idaho fescue,C3,journal,"48,410"
31832,FEME,Poaceae,Festuca,megalura,Festuca megalura Nutt.,Vulpia myuros, ,C3,journal,7
31846,FEOC3,Poaceae,Festuca,octoflora,Festuca octoflora Walt.,Vulpia octoflora var. octoflora, ,C3,journal,"47,170"
31853,FEOV,Poaceae,Festuca,ovina,Festuca ovina L.,,sheep fescue,C3,journal,"149,156,250,269,410"
31878,FEPA2,Poaceae,Festuca,paradoxa,Festuca paradoxa Desv.,,clustered fescue,C3,journal,278
31880,FEPR,Poaceae,Festuca,pratensis,Festuca pratensis Huds.,Lolium pratense, ,C3,journal,"7,120,410"
31887,FERU2,Poaceae,Festuca,rubra,Festuca rubra L.,,red fescue,C3,journal,"7,65,120,149,157,250,269,410,555,589"
31936,FEVI5,Poaceae,Festuca,vivipara,Festuca vivipara auct. non (L.) Sm.,Festuca viviparoidea, ,C3,journal,410
32713,FUUM,Cyperaceae,Fuirena,umbellata,Fuirena umbellata Rottb.,,yefen,C3,journal,323
34408,GLDE,Poaceae,Glyceria,declinata,Glyceria declinata Brébiss.,,waxy mannagrass,C3,journal,465
34413,GLGR,Poaceae,Glyceria,grandis,Glyceria grandis S. Wats.,,American mannagrass,C3,journal,"7,90"
34420,GLMA3,Poaceae,Glyceria,maxima,Glyceria maxima (Hartman) Holmb.,,reed mannagrass,C3,journal,426
34438,GLST,Poaceae,Glyceria,striata,Glyceria striata (Lam.) A.S. Hitchc.,,fowl mannagrass,C3,journal,"7,90"
36582,HELIC,Poaceae,Helictotrichon,Bess.,Helictotrichon Bess. ex J.A. & J.H. Schultes,,alpineoatgrass,C3,book,196
36583,HEHO8,Poaceae,Helictotrichon,hookeri,Helictotrichon hookeri (Scribn.) Henr.,,spikeoat,C3,journal,7
37576,HIOD,Poaceae,Hierochloe,odorata,Hierochloe odorata (L.) Beauv.,,vanilla grass,C3,journal,"7,90,405"
37689,HOLA,Poaceae,Holcus,lanatus,Holcus lanatus L.,,common velvetgrass,C3,journal,"7,32,57,121,129,149,171,265,340,413,426465"
37820,HOBU,Poaceae,Hordeum,bulbosum,Hordeum bulbosum L.,,bulbous barley,C3,journal,"7,90"
37825,HOGE,Poaceae,Hordeum,geniculatum,Hordeum geniculatum All.,Hordeum marinum ssp. gussonianum, ,C3,journal,563
37826,HOGL,Poaceae,Hordeum,glaucum,Hordeum glaucum Steud.,Hordeum murinum ssp. glaucum, ,C3,journal,563
37830,HOHY,Poaceae,Hordeum,hystrix,Hordeum hystrix Roth,Hordeum marinum ssp. gussonianum, ,C3,journal,7
37833,HOJU,Poaceae,Hordeum,jubatum,Hordeum jubatum L.,,foxtail barley,C3,journal,"7,34,48,106,120,179,265,426"
37836,HOJUJ,Poaceae,Hordeum,jubatum,Hordeum jubatum L. ssp. jubatum,,foxtail barley,C3,URL,179
37838,HOJUC,Poaceae,Hordeum,jubatum,Hordeum jubatum L. var. caespitosum (Scribn. ex Pammel) A.S. Hitchc.,Hordeum jubatum ssp. intermedium, ,C3,journal,431
37840,HOLE,Poaceae,Hordeum,leporinum,Hordeum leporinum Link,Hordeum murinum ssp. leporinum, ,C3,journal,563
37841,HOMA2,Poaceae,Hordeum,marinum,Hordeum marinum Huds.,,seaside barley,C3,journal,"7,563"
37845,HOMU,Poaceae,Hordeum,murinum,Hordeum murinum L.,,mouse barley,C3,journal,"129,171,563"
37847,HOMUL,Poaceae,Hordeum,murinum,Hordeum murinum L. ssp. leporinum (Link) Arcang.,,leporinum barley,C3,journal,119
37852,HOPU,Poaceae,Hordeum,pusillum,Hordeum pusillum Nutt.,,little barley,C3,journal,"7,89,90,411"
37855,HOSP,Poaceae,Hordeum,spontaneum,Hordeum spontaneum K. Koch,,spontaneous barley,C3,journal,"7,563"
37856,HOST,Poaceae,Hordeum,stebbinsii,Hordeum stebbinsii Covas,Hordeum murinum ssp. glaucum, ,C3,journal,7
37857,HOVU,Poaceae,Hordeum,vulgare,Hordeum vulgare L.,,common barley,C3,journal,"7,58,67,90,134,148,239,427,465,471"
38225,HYCA2,Poaceae,Hydrochloa,caroliniensis,Hydrochloa caroliniensis Beauv.,Luziola fluitans, ,C3,journal,"7,90"
38371,HYAC3,Poaceae,Hymenachne,acutigluma,Hymenachne acutigluma auct. non (Steud.) Gilliland,Hymenachne amplexicaulis, ,C3,journal,199
38372,HYAM2,Poaceae,Hymenachne,amplexicaulis,Hymenachne amplexicaulis (Rudge) Nees,,West Indian marsh grass,C3,journal,"90,184,185,199"
38961,ICNE,Poaceae,Ichnanthus,nemorosus,Ichnanthus nemorosus (Sw.) Doell,,creeping bedgrass,C3,journal,199
38962,ICPA,Poaceae,Ichnanthus,pallens,Ichnanthus pallens (Sw.) Munro ex Benth.,,caruzo,C3,journal,"90,119,169,199"
38965,ICTE,Poaceae,Ichnanthus,tenuis,Ichnanthus tenuis (J. Presl) A.S. Hitchc. & Chase,,forest bedgrass,C3,journal,119
39640,ISCO2,Poaceae,Isachne,confusa,Isachne confusa Ohwi,,isachne,C3,journal,199
39641,ISDI,Poaceae,Isachne,distichophylla,Isachne distichophylla Munro ex Hbd.,,ridgetop bloodgrass,C3,journal,"90,121,199"
39644,ISPU2,Poaceae,Isachne,pulchella,Isachne pulchella Roth,,isachne,C3,journal,199
40249,JUBA,Juncaceae,Juncus,balticus,Juncus balticus Willd.,,Baltic rush,C3,journal,"48,106,180,431,598"
40254,JUBAM,Juncaceae,Juncus,balticus,Juncus balticus Willd. var. montanus Engelm.,,mountain rush,C3,URL,179
40266,JUBU,Juncaceae,Juncus,bufonius,Juncus bufonius L.,,toad rush,C3,URL,179
40289,JUCO3,Juncaceae,Juncus,cooperi,Juncus cooperi Engelm.,,Cooper's rush,C3,journal,481
40307,JUEF,Juncaceae,Juncus,effusus,Juncus effusus L.,,common rush,C3,journal,65
40335,JUFI2,Juncaceae,Juncus,filipendulus,Juncus filipendulus Buckl.,,ringseed rush,C3,journal,54
40352,JUIN2,Juncaceae,Juncus,interior,Juncus interior Wieg.,,inland rush,C3,URL,179
40386,JUME4,Juncaceae,Juncus,mexicanus,Juncus mexicanus Willd. ex J.A. & J.H. Schultes,,Mexican rush,C3,journal,179
40396,JUNO2,Juncaceae,Juncus,nodosus,Juncus nodosus L.,,knotted rush,C3,journal,48
40426,JURO,Juncaceae,Juncus,roemerianus,Juncus roemerianus Scheele,,needlegrass rush,C3,journal,"65,294,429,482,608"
40447,JUTE,Juncaceae,Juncus,tenuis,Juncus tenuis Willd.,,poverty rush,C3,URL,179
40459,JUTO,Juncaceae,Juncus,torreyi,Juncus torreyi Coville,,Torrey's rush,C3,URL,179
40871,KOCR,Poaceae,Koeleria,cristata,Koeleria cristata auct. p.p. non Pers.,Koeleria macrantha, ,C3,journal,"7,34,138,156,157,179,400,514"
40875,KOGR2,Poaceae,Koeleria,gracilis,Koeleria gracilis Pers.,Koeleria macrantha, ,C3,journal,399
40876,KOMA,Poaceae,Koeleria,macrantha,Koeleria macrantha (Ledeb.) J.A. Schultes,,prairie Junegrass,C3,journal,"124,149"
40877,KONI,Poaceae,Koeleria,nitida,Koeleria nitida Nutt.,Koeleria macrantha, ,C3,journal,48
40879,KOPH,Poaceae,Koeleria,phleoides,Koeleria phleoides (Vill.) Pers.,Rostraria cristata, ,C3,journal,"7,30"
40880,KOPY,Poaceae,Koeleria,pyramidata,Koeleria pyramidata auct. p.p. non (Lam.) Beauv.,Koeleria macrantha, ,C3,journal,"59,281,483"
41031,KYOD,Cyperaceae,Kyllinga,odorata,Kyllinga odorata Vahl,,fragrant spikesedge,C3,journal,323
41282,LAOV,Poaceae,Lagurus,ovatus,Lagurus ovatus L.,,harestail grass,C3,journal,"2,65,465,563"
41286,LAAU,Poaceae,Lamarckia,aurea,Lamarckia aurea (L.) Moench,,goldentop grass,C3,journal,"7,426,563"
41497,LADI3,Poaceae,Lasiacis,divaricata,Lasiacis divaricata (L.) A.S. Hitchc.,,smallcane,C3,journal,199
41498,LAGR4,Poaceae,Lasiacis,grisebachii,Lasiacis grisebachii (Nash) A.S. Hitchc.,,Grisebach's tribisee,C3,journal,199
41503,LARU,Poaceae,Lasiacis,ruscifolia,Lasiacis ruscifolia (Kunth) A.S. Hitchc. & Chase,,climbing tribisee,C3,journal,199
41504,LASL,Poaceae,Lasiacis,sloanei,Lasiacis sloanei (Griseb.) A.S. Hitchc.,,Sloane's tribisee,C3,journal,199
42674,LEHE,Poaceae,Leersia,hexandra,Leersia hexandra Sw.,,southern cutgrass,C3,journal,"7,89,90,119,184,185,379,556,563"
42676,LEMO,Poaceae,Leersia,monandra,Leersia monandra Sw.,,bunch cutgrass,C3,journal,89
42677,LEOR,Poaceae,Leersia,oryzoides,Leersia oryzoides (L.) Sw.,,rice cutgrass,C3,journal,"7,32,90,179,429"
43706,LEKI2,Poaceae,Leucopoa,kingii,Leucopoa kingii (S. Wats.) W.A. Weber,,spike fescue,C3,journal,48
43787,LECI4,Poaceae,Leymus,cinereus,Leymus cinereus (Scribn. & Merr.) A. Löve,,basin wildrye,C3,journal,"9,606"
43806,LESE14,Poaceae,Leymus,secalinus,Leymus secalinus (Georgi) Tzvel.,,wildrye,C3,journal,10
44150,LIAR,Poaceae,Limnodea,arkansana,Limnodea arkansana (Nutt.) L.H. Dewey,,Ozark grass,C3,journal,"7,90,411"
44664,LIPA7,Poaceae,Lithachne,pauciflora,Lithachne pauciflora (Sw.) Beauv. ex Poir.,,diente de perro,C3,journal,"90,199"
44937,LOLO2,Poaceae,Lolium,loliaceum,Lolium loliaceum (Bory & Chaubard) Hand.-Maz.,Lolium rigidum, ,C3,journal,563
44938,LOMU,Poaceae,Lolium,multiflorum,Lolium multiflorum Lam.,Lolium perenne ssp. multiflorum, ,C3,journal,"7,90,119,129,171,409,410,472,563"
44942,LOPE,Poaceae,Lolium,perenne,Lolium perenne L.,,perennial ryegrass,C3,journal,"7,32,57,88,120,129,171,187,265,340,410,413,465,499,563,597"
44944,LOPEP,Poaceae,Lolium,perenne,Lolium perenne L. ssp. perenne,,perennial ryegrass,C3,journal,149
44949,LOPE2,Poaceae,Lolium,persicum,Lolium persicum Boiss. & Hohen. ex Boiss.,,Persian ryegrass,C3,journal,7
44951,LORI,Poaceae,Lolium,rigidum,Lolium rigidum Gaudin,,Wimmera ryegrass,C3,journal,"7,88,379,563"
44953,LOST,Poaceae,Lolium,strictum,Lolium strictum auct. non J. Presl,Lolium rigidum, ,C3,journal,7
44955,LOTE2,Poaceae,Lolium,temulentum,Lolium temulentum L.,,Darnel ryegrass,C3,journal,"7,243,563"
45247,LOCR2,Poaceae,Lophochloa,cristata,Lophochloa cristata (L.) Hyl.,Rostraria cristata, ,C3,journal,"32,563"
46502,LUBA2,Poaceae,Luziola,bahiensis,Luziola bahiensis (Steud.) A.S. Hitchc.,,Brazilian watergrass,C3,journal,"7,90"
46505,LUPE4,Poaceae,Luziola,peruviana,Luziola peruviana Juss. ex J.F. Gmel.,,Peruvian watergrass,C3,journal,119
46896,LYSP3,Poaceae,Lygeum,spartum,Lygeum spartum Loefl. ex L.,,lygeum,C3,journal,"30,90,563"
48493,MEAL,Poaceae,Melica,altissima,Melica altissima L.,,Siberian melicgrass,C3,journal,"7,426"
48497,MEBU,Poaceae,Melica,bulbosa,Melica bulbosa Geyer ex Porter & Coult.,,oniongrass,C3,journal,"129,629"
48523,MEMU,Poaceae,Melica,mutica,Melica mutica Walt.,,twoflower melicgrass,C3,journal,"7,90"
48524,MENI,Poaceae,Melica,nitens,Melica nitens (Scribn.) Nutt. ex Piper,,threeflower melicgrass,C3,journal,54
49193,MIST,Poaceae,Microlaena,stipoides,Microlaena stipoides (Labill.) R. Br.,Ehrharta stipoides, ,C3,journal,199465
49309,MIEF,Poaceae,Milium,effusum,Milium effusum L.,,American milletgrass,C3,journal,"7,90"
50005,MOCA2,Poaceae,Molinia,caerulea,Molinia caerulea (L.) Moench,,purple moorgrass,C3,journal,"7,90"
50185,MOCY,Poaceae,Monerma,cylindrica,Monerma cylindrica (Willd.) Coss. & Durieu,Hainardia cylindrica, ,C3,journal,90
51036,NARDU,Poaceae,Nardus,L.,Nardus L.,,matgrass,C3,book,196
51037,NAST3,Poaceae,Nardus,stricta,Nardus stricta L.,,matgrass,C3,journal,"7,90,129,410"
51050,NAFO3,Poaceae,Nassella,formicarum,Nassella formicarum (Delile) Barkworth,,tropical tussockgrass,C3,journal,119
51052,NALE3,Poaceae,Nassella,leucotricha,Nassella leucotricha (Trin. & Rupr.) Pohl,,Texas tussockgrass,C3,journal,"151,411"
51056,NATR3,Poaceae,Nassella,trichotoma,Nassella trichotoma Hackel ex Arech.,,serrated tussock grass,C3,journal,465
52560,OLLA,Poaceae,Olyra,latifolia,Olyra latifolia L.,,carrycillo,C3,journal,"169,199"
52777,OPBU,Poaceae,Oplismenus,burmanni,Oplismenus burmanni auct. non (Retz.) Beauv.,Oplismenus hirtellus, ,C3,journal,"7,16,90,199,303,379"
52778,OPCO2,Poaceae,Oplismenus,compositus,Oplismenus compositus (L.) Beauv.,,running mountaingrass,C3,journal,"16,90,387,556"
52781,OPHI,Poaceae,Oplismenus,hirtellus,Oplismenus hirtellus (L.) Beauv.,,bristle basketgrass,C3,journal,"7,90,169,199"
52782,OPHIS,Poaceae,Oplismenus,hirtellus,Oplismenus hirtellus (L.) Beauv. ssp. setarius (Lam.) Mez ex Ekman,Oplismenus hirtellus, ,C3,journal,119
52784,OPSE,Poaceae,Oplismenus,setarius,Oplismenus setarius (Lam.) Roemer & J.A. Schultes,Oplismenus hirtellus, ,C3,journal,"90,199"
52786,OPUN,Poaceae,Oplismenus,undulatifolius,Oplismenus undulatifolius (Ard.) Beauv.,,wavyleaf basketgrass,C3,journal,7
53513,ORBA6,Poaceae,Oryza,barthii,Oryza barthii A. Chev.,,Barth's rice,C3,book,"185,251"
53515,ORGL2,Poaceae,Oryza,glaberrima,Oryza glaberrima Steudel,,African rice,C3,book,"188,251"
53517,ORLA3,Poaceae,Oryza,latifolia,Oryza latifolia Desv.,,broadleaf rice,C3,journal,251
53518,ORLO3,Poaceae,Oryza,longistaminata,Oryza longistaminata A. Chev. & Roehr.,,longstamen rice,C3,journal,"251,379"
53519,ORPU13,Poaceae,Oryza,punctata,Oryza punctata Kotzchy ex Steud.,,red rice,C3,journal,251
53520,ORRU,Poaceae,Oryza,rufipogon,Oryza rufipogon Griffiths,,brownbeard rice,C3,journal,"7,90,251"
53521,ORSA,Poaceae,Oryza,sativa,Oryza sativa L.,,rice,C3,journal,"7,10,90,91,185,187,194,211,220,234,247,251,335,387,465,502,510"
53530,ORHO2,Poaceae,Oryzopsis,holciformis,Oryzopsis holciformis (M. Bieb.) Hackel,,ricegrass,C3,journal,"7,90,563"
53531,ORHY,Poaceae,Oryzopsis,hymenoides,Oryzopsis hymenoides (Roemer & J.A. Schultes) Ricker ex Piper,Achnatherum hymenoides, ,C3,journal,"7,34,65,120,170,179,299,385,634"
53536,ORMI3,Poaceae,Oryzopsis,miliacea,Oryzopsis miliacea (L.) Benth. & Hook. f. ex Aschers. & Schweinf.,Piptatherum miliaceum, ,C3,journal,"7,30,563"
53538,ORRA2,Poaceae,Oryzopsis,racemosa,Oryzopsis racemosa (Sm.) Ricker ex A.S. Hitchc.,Piptatherum racemosum, ,C3,journal,"7,90"
54245,PAAC5,Poaceae,Panicum,acuminatum,Panicum acuminatum Sw.,Dichanthelium acuminatum var. acuminatum, ,C3,journal,634
54306,PABI80,Poaceae,Panicum,bisulcatum,Panicum bisulcatum Thunb.,,Japanese panicgrass,C3,journal,"7,90,199,227,243,324,404,465,548"
54307,PABO7,Poaceae,Panicum,boliviense,Panicum boliviense Hack.,,Bolivian panicgrass,C3,journal,"192,199,441,442"
54312,PABR2,Poaceae,Panicum,brachyanthum,Panicum brachyanthum Steud.,,prairie panicgrass,C3,journal,199
54340,PACI9,Poaceae,Panicum,ciliatum,Panicum ciliatum Ell.,Dichanthelium strigosum var. leucoblepharis, ,C3,journal,90
54341,PACL5,Poaceae,Panicum,clandestinum,Panicum clandestinum L.,Dichanthelium clandestinum, ,C3,journal,90
54356,PACO21,Poaceae,Panicum,commutatum,Panicum commutatum J.A. Schultes,Dichanthelium commutatum, ,C3,journal,"90,529"
54369,PACY3,Poaceae,Panicum,cynodon,Panicum cynodon Reichardt,Dichanthelium cynodon, ,C3,journal,199
54374,PADE12,Poaceae,Panicum,depauperatum,Panicum depauperatum Muhl.,Dichanthelium depauperatum, ,C3,journal,90
54438,PAGL2,Poaceae,Panicum,glutinosum,Panicum glutinosum Sw.,,sticky panicgrass,C3,journal,199
54441,PAGY2,Poaceae,Panicum,gymnocarpon,Panicum gymnocarpon Ell.,Phanopyrum gymnocarpon, ,C3,journal,"7,90,199"
54448,PAHE2,Poaceae,Panicum,hemitomon,Panicum hemitomon J.A. Schultes,,maidencane,C3,journal,"7,90,429"
54452,PAHI11,Poaceae,Panicum,hians,Panicum hians Ell.,Steinchisma hians, ,C3,journal,"7,90,184,195,472,589"
54477,PAKO4,Poaceae,Panicum,koolauense,Panicum koolauense St. John & Hosaka,Dichanthelium koolauense, ,C3,journal,"121,199"
54481,PALA24,Poaceae,Panicum,lancearium,Panicum lancearium Trin.,Dichanthelium sabulorum var. patulum, ,C3,journal,90
54493,PALA18,Poaceae,Panicum,lanuginosum,"Panicum lanuginosum Ell., non Bosc ex Spreng.",Dichanthelium acuminatum var. fasciculatum, ,C3,journal,"54,155"
54495,PALA23,Poaceae,Panicum,latifolium,Panicum latifolium L.,Dichanthelium latifolium, ,C3,journal,90
54499,PALA8,Poaceae,Panicum,laxum,Panicum laxum Sw.,,lax panicgrass,C3,journal,"91,119,169,184,185,100,000,000,000,000,000"
54500,PALE7,Poaceae,Panicum,leibergii,Panicum leibergii (Vasey) Scribn.,Dichanthelium leibergii, ,C3,journal,"65,90,120"
54505,PALI11,Poaceae,Panicum,lindheimeri,Panicum lindheimeri Nash,Dichanthelium acuminatum var. lindheimeri, ,C3,journal,"32,90"
54508,PALI9,Poaceae,Panicum,linearifolium,Panicum linearifolium Scribn. ex Nash,Dichanthelium linearifolium, ,C3,journal,90
54527,PAME7,Poaceae,Panicum,meridionale,Panicum meridionale Ashe,Dichanthelium meridionale, ,C3,journal,90
54530,PAMI6,Poaceae,Panicum,microcarpon,"Panicum microcarpon Muhl. ex Ell., non Muhl.",Dichanthelium dichotomum var. dichotomum, ,C3,journal,90
54532,PAMI9,Poaceae,Panicum,microcarpon,"Panicum microcarpon Muhl., non Muhl. ex Ell.",Dichanthelium sphaerocarpon var. isophyllum, ,C3,journal,90
54565,PAOL2,Poaceae,Panicum,oligosanthes,Panicum oligosanthes J.A. Schultes,Dichanthelium oligosanthes var. oligosanthes, ,C3,journal,"90,151,168,281"
54579,PAPA,Poaceae,Panicum,pacificum,Panicum pacificum A.S. Hitchc. & Chase,Dichanthelium acuminatum var. fasciculatum, ,C3,journal,"32,65,90"
54587,PAPA4,Poaceae,Panicum,parvifolium,Panicum parvifolium Lam.,,smallflower panicgrass,C3,journal,199
54594,PAPE10,Poaceae,Panicum,perlongum,Panicum perlongum Nash,Dichanthelium linearifolium, ,C3,journal,168
54606,PAPR11,Poaceae,Panicum,praecocius,Panicum praecocius A.S. Hitchc. & Chase,Dichanthelium villosissimum var. praecocius, ,C3,journal,"90,168"
54637,PASC2,Poaceae,Panicum,schiffneri,Panicum schiffneri Hack.,,Schiffner's panicgrass,C3,journal,199
54642,PASC5,Poaceae,Panicum,scribnerianum,Panicum scribnerianum Nash,Dichanthelium oligosanthes var. scribnerianum, ,C3,journal,"65,90"
54659,PAST2,Poaceae,Panicum,stevensianum,Panicum stevensianum A.S. Hitchc. & Chase,,Stevens' panicgrass,C3,journal,199
